"ecolilevel","sdnoboiling","sdlabboiling","sdgoodboiling","sdineffectiveboiling","sdmoderateboiling","sdworseboiling","sdbadzeroboiling","sdnegativeboiling"
226.791837815894,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
838.503548331326,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
723.812292254297,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
503.770706122508,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
320.282711324282,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
309.252368707675,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
689.358689231798,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
361.023928872542,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
446.197655516444,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
152.16850051214,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
127.474116431084,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
706.24610163481,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
266.459682216402,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
591.462693693116,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
201.071519053774,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
489.622581601609,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
608.986259247875,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
809.088281502482,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
426.861933082575,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
398.343844944146,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
916.723077119561,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
478.825281234924,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
544.691831581062,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
237.731747041922,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
733.218524896773,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
412.710793801351,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
511.132747486467,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
857.041339290794,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
114.873986250488,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
457.791413572384,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
486.012119665509,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
646.437690706458,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
487.894394682953,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
175.014688737923,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
557.188560066512,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
151.250290922355,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
549.571169151925,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
383.581070594257,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
214.672882263316,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
218.59324598778,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
668.322546945885,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
423.178052951815,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
244.930767381564,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
444.96157406061,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
868.239843701944,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
559.777356923791,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
614.734265793813,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
410.209680566797,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
514.134375822498,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
571.702046830207,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
164.16832604073,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
819.288532270817,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
470.596035261871,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
206.562652028399,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
440.232110036071,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
132.02335082856,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
220.659665236715,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
500.567913963459,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
891.16076461901,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
809.752461271128,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
211.297145467717,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
689.98966247146,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
222.271588068921,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
284.579913276946,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
842.579299161909,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
566.513530444121,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
208.385736183962,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
485.415149606764,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
258.759660955751,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
243.733004758134,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
171.688407784561,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
126.353006752441,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
455.582329367753,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
484.140048951376,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
927.73533033696,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
485.71198952687,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
717.699839008274,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
645.226844446035,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
959.458035021788,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
842.602394951275,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
588.46018749103,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
228.947998042218,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
431.805844881339,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
546.470577221364,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
253.482477376936,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
279.320874147117,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
596.606859214371,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
648.855421527056,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
851.972334928112,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
785.985660522245,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
666.44573148503,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
110.612113791984,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
414.658629965736,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
235.328348211478,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
317.807592051104,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
563.132058424409,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
149.026371953543,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
679.272777900798,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
770.676363898441,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
234.045178263215,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
346.73974034586,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
985.661558974301,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
606.335929924622,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
189.916664093733,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
470.185991227627,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
230.917302573798,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
780.466603285633,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
167.799451947445,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
971.628896445734,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
161.525203424273,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
111.568775756983,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
189.327744280221,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
682.568701098906,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
379.335917360615,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
794.092111160746,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
285.431978359586,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
307.798083324451,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
323.291005288484,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
758.038112269249,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
548.346026903484,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
838.645224274835,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
822.733822892187,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
701.881071542157,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
230.047724963399,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
842.932453959249,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
157.185704498086,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
532.5373959227,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
258.04466689215,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
561.796713426011,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
439.878826510161,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
248.011399476323,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
625.364640369546,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
541.953510314459,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
949.048201581929,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
234.108156884788,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
973.903682666132,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
275.832744122716,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
565.878577293828,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
838.093935694778,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
391.964522510301,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
646.766116012819,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
342.00018086168,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
244.422712134896,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
153.188060303219,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
965.960233585676,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
776.444921803661,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
184.815443470143,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
212.630210191244,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
891.618439480197,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
714.307690889807,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
295.724009668222,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
350.741719658487,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
699.749193082564,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
633.949214873603,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
882.525963366497,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
676.891406935873,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
918.201945682755,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
136.229790252866,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
236.101448677247,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
482.07184487558,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
811.958230558084,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
193.642535274848,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
423.805425768485,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
191.630253611133,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
740.20360798086,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
677.881748481188,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
729.197397889569,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
438.782993261935,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
444.595970896538,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
346.105675736675,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
431.584844508907,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
906.626162949484,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
297.676396125928,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
923.716485907091,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
457.340526369866,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
498.369389059953,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
638.067302751821,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
298.587476455374,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
550.63983878796,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
804.544732930837,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
944.640475676162,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
923.02876429935,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
857.743025331991,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
256.519130140543,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
330.144579683663,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
256.632460890105,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
771.981538059656,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
406.068638186669,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
835.291775313672,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
243.728976286482,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
669.424945351202,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
461.906301446725,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
418.211492250673,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
453.495864673285,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
418.499032316497,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
658.499582662946,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
952.833708000137,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
472.202840976417,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
583.293746275594,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
987.617047895212,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
348.029077753192,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
865.438858623151,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
185.807751318207,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
707.527672627708,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
835.549264061032,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
346.752079450293,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
431.692889642436,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
211.683982985094,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
815.334724235814,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
437.571256785886,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
457.21853438532,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
832.803670990746,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
570.66778770159,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
211.807470523519,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
498.554893418681,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
800.861898955191,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
784.349330334459,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
681.950409402605,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
691.302342659561,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
351.412628686987,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
685.851169126341,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
794.231194322463,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
779.973122206284,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
313.14214610518,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
791.524052790133,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
437.449186098995,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
