sim,funct,cause,age,alpha,beta,delta,zcf,aic,bic
475,power2,ALRI,All Age,1.977219646,0.003669446,1.210364698,6.856139244,-13972.34218,-13963.23551
476,power2,ALRI,All Age,2.679804776,0.013207996,0.612715601,7.195586465,-13987.27986,-13978.1732
477,power2,ALRI,All Age,2.114942986,0.00474155,1.110659692,6.440830238,-13924.53632,-13915.42966
478,power2,ALRI,All Age,1.484647238,0.00302086,1.331891717,7.794841196,-13870.27229,-13861.16563
479,power2,ALRI,All Age,2.568552007,0.003650692,1.114429847,5.909526943,-13876.17421,-13867.06755
480,power2,ALRI,All Age,1.978657491,0.008311769,0.890039095,7.723463712,-13932.59025,-13923.48359
481,power2,ALRI,All Age,1.785291189,0.006053795,1.036348969,8.148551319,-13884.90819,-13875.80152
482,power2,ALRI,All Age,1.606961755,0.006721131,1.06846592,6.145814734,-14007.42984,-13998.32317
483,power2,ALRI,All Age,2.484640539,0.002474692,1.242431165,8.237952305,-13934.50532,-13925.39865
484,power2,ALRI,All Age,4.349739861,0.00567464,0.747699582,7.046072259,-13790.50659,-13781.39993
485,power2,ALRI,All Age,3.471266458,0.001338081,1.353650734,7.161355144,-13856.43605,-13847.32939
486,power2,ALRI,All Age,2.068356905,0.002503403,1.222972504,6.154876158,-13884.01515,-13874.90849
487,power2,ALRI,All Age,2.811818526,0.006595956,0.831633966,6.786590064,-13859.43396,-13850.32729
488,power2,ALRI,All Age,2.45498382,0.001236873,1.43486788,5.926506028,-14071.38992,-14062.28325
489,power2,ALRI,All Age,1.931895294,0.002686804,1.197989567,6.850760749,-13949.9383,-13940.83163
490,power2,ALRI,All Age,1.861145782,0.001335738,1.481682938,8.724929841,-13955.62048,-13946.51381
491,power2,ALRI,All Age,2.108703514,0.001448093,1.376623188,7.161195104,-14074.87666,-14065.77
492,power2,ALRI,All Age,2.227621172,0.003938881,1.130977779,7.858881407,-13984.16651,-13975.05985
493,power2,ALRI,All Age,2.107733015,0.006443764,1.011462145,6.021767065,-13862.01229,-13852.90562
494,power2,ALRI,All Age,6.565878399,0.00511081,0.655504217,8.320269052,-13806.45378,-13797.34712
495,power2,ALRI,All Age,2.19141462,0.00257245,1.178111314,8.730693483,-13965.67487,-13956.5682
496,power2,ALRI,All Age,3.762575781,0.00180792,1.257404806,6.93479245,-13820.79786,-13811.69119
497,power2,ALRI,All Age,2.147002473,0.005370833,0.999259368,7.989304827,-13934.02209,-13924.91542
498,power2,ALRI,All Age,2.341423189,0.000949774,1.475538543,7.048593486,-13916.51507,-13907.40841
499,power2,ALRI,All Age,2.909530874,0.007298729,0.868642996,5.800806845,-14079.19286,-14070.0862
500,power2,ALRI,All Age,1.628173476,0.023828907,0.656704429,5.985731914,-13955.94946,-13946.84279
501,power2,ALRI,All Age,2.418875639,0.004768242,0.878510374,8.393655393,-13874.62263,-13865.51596
502,power2,ALRI,All Age,4.522917488,0.000731005,1.408426158,8.259761078,-13861.78263,-13852.67597
503,power2,ALRI,All Age,2.580551052,0.001458904,1.248850925,8.549279866,-14038.13528,-14029.02861
504,power2,ALRI,All Age,4.085964752,0.012182192,0.555036823,6.497794938,-13822.37314,-13813.26647
505,power2,ALRI,All Age,2.065841736,0.002026099,1.32861973,7.116646567,-13845.68316,-13836.5765
506,power2,ALRI,All Age,2.222918352,0.000909658,1.524536066,7.570410493,-13914.26455,-13905.15789
507,power2,ALRI,All Age,7.490196897,0.003853842,0.719247949,8.134495245,-13793.38857,-13784.2819
508,power2,ALRI,All Age,2.418401713,0.006148164,0.864734309,8.046199732,-13922.77854,-13913.67187
509,power2,ALRI,All Age,1.96290238,0.001378757,1.367943934,6.250476427,-14047.54075,-14038.43409
510,power2,ALRI,All Age,2.452965033,0.00821646,0.877237812,6.400687203,-13883.18188,-13874.07522
511,power2,ALRI,All Age,1.723907723,0.001746409,1.342743334,7.850766276,-13932.99228,-13923.88562
512,power2,ALRI,All Age,2.516777925,0.011848706,0.684558385,5.990429296,-13765.78711,-13756.68045
513,power2,ALRI,All Age,2.004959971,0.001934428,1.19246639,6.332896458,-13985.36366,-13976.257
514,power2,ALRI,All Age,2.586997044,0.004065861,1.077011935,7.013892565,-13950.45333,-13941.34667
515,power2,ALRI,All Age,2.536533364,0.004283649,1.115268517,7.522753079,-13828.28777,-13819.18111
516,power2,ALRI,All Age,2.558482533,0.006174159,0.920202793,7.172731773,-13918.81875,-13909.71209
517,power2,ALRI,All Age,1.574418638,0.000619494,1.656691839,7.626869446,-14171.14815,-14162.04148
518,power2,ALRI,All Age,1.579890077,0.003896669,1.05165271,8.640569715,-13822.26628,-13813.15962
519,power2,ALRI,All Age,2.465702774,0.013738104,0.697520461,7.12760207,-13894.08441,-13884.97774
520,power2,ALRI,All Age,2.072078492,0.00107777,1.537060118,7.59035641,-13855.69617,-13846.58951
521,power2,ALRI,All Age,2.052000196,0.011129199,0.766737813,8.056558573,-13880.84801,-13871.74134
522,power2,ALRI,All Age,2.206582697,0.00136094,1.348737072,7.105981362,-14028.26985,-14019.16319
523,power2,ALRI,All Age,2.525641492,0.001227359,1.424332325,6.314583722,-13904.44882,-13895.34215
524,power2,ALRI,All Age,2.505357833,0.002803167,1.194697267,7.550813075,-14095.55389,-14086.44723
525,power2,ALRI,All Age,2.657945446,0.006364842,0.964265669,6.314302682,-14033.65422,-14024.54756
526,power2,ALRI,All Age,2.083017672,0.004415177,0.918191693,8.460814998,-13767.29742,-13758.19076
527,power2,ALRI,All Age,2.052024868,0.000527874,1.750839172,6.573398533,-13799.24501,-13790.13834
528,power2,ALRI,All Age,2.258002243,0.010932331,0.761625843,7.174137534,-13932.78331,-13923.67664
529,power2,ALRI,All Age,1.841701413,0.002912652,1.177927387,8.667773161,-14277.66209,-14268.55542
530,power2,ALRI,All Age,2.35002242,0.01080347,0.711465841,6.83218741,-14112.19055,-14103.08389
531,power2,ALRI,All Age,1.787196336,0.003726356,1.113721187,6.364459174,-13929.35908,-13920.25241
532,power2,ALRI,All Age,2.00617489,0.001041376,1.535671526,6.531963753,-13899.48502,-13890.37836
533,power2,ALRI,All Age,2.199837124,0.000215161,1.83697142,8.027897824,-14170.57097,-14161.46431
534,power2,ALRI,All Age,2.977219126,0.001726577,1.314581536,7.890466409,-14032.8403,-14023.73363
535,power2,ALRI,All Age,2.169761395,0.000324183,1.815993371,7.037949829,-13852.14083,-13843.03417
536,power2,ALRI,All Age,2.408600749,0.000840342,1.532185662,6.70322058,-13938.55843,-13929.45176
537,power2,ALRI,All Age,4.124344104,0.00357969,0.982182545,7.787300165,-13956.58673,-13947.48007
538,power2,ALRI,All Age,1.80929155,0.00162917,1.333942845,8.757217575,-13875.5554,-13866.44874
539,power2,ALRI,All Age,2.763446293,0.000744329,1.507370791,6.757339097,-13756.00805,-13746.90138
540,power2,ALRI,All Age,3.406922291,0.001899385,1.180141933,8.654825946,-13997.87541,-13988.76874
541,power2,ALRI,All Age,1.862579721,0.002730881,1.213830472,7.281112474,-14090.92004,-14081.81338
542,power2,ALRI,All Age,3.03525888,0.002857001,1.134087566,6.028195081,-13964.80453,-13955.69787
543,power2,ALRI,All Age,1.966521683,0.007544867,0.944708648,7.469190393,-14018.5325,-14009.42584
544,power2,ALRI,All Age,1.251144519,0.0059536,1.180991044,7.543535933,-14018.68816,-14009.58149
545,power2,ALRI,All Age,2.608866592,0.001847158,1.24206269,7.226492694,-14219.62896,-14210.5223
546,power2,ALRI,All Age,1.671353732,0.002132868,1.294260847,8.21260609,-13859.44903,-13850.34237
547,power2,ALRI,All Age,1.196046121,0.005543582,1.159138312,6.963839199,-13967.86115,-13958.75448
548,power2,ALRI,All Age,2.681075084,0.006032033,0.957349856,7.05380875,-14094.53866,-14085.43199
549,power2,ALRI,All Age,2.037965765,0.002045979,1.271985908,7.793522274,-13914.21438,-13905.10771
550,power2,ALRI,All Age,2.209539719,0.000463232,1.722658341,7.322320038,-13794.24352,-13785.13685
551,power2,ALRI,All Age,3.490282389,0.001786088,1.043053611,7.659509259,-13802.69895,-13793.59229
552,power2,ALRI,All Age,2.068220588,0.001791601,1.219250742,6.697691645,-13864.20891,-13855.10224
553,power2,ALRI,All Age,1.65777814,0.001032348,1.615695474,7.519191823,-13820.43137,-13811.3247
554,power2,ALRI,All Age,2.116688287,0.000721972,1.539766136,6.038462316,-13892.33514,-13883.22848
555,power2,ALRI,All Age,2.1976078,0.007678558,0.913880575,8.017116218,-13990.18939,-13981.08272
556,power2,ALRI,All Age,2.294850788,0.001617815,1.351808872,6.647651513,-13897.94256,-13888.83589
557,power2,ALRI,All Age,1.953519449,0.001109562,1.510361834,7.795023453,-13898.85695,-13889.75028
558,power2,ALRI,All Age,1.733417347,0.002414738,1.305852545,6.14732547,-14061.29635,-14052.18968
559,power2,ALRI,All Age,2.719026973,0.003120557,1.188554457,6.897488722,-14028.26658,-14019.15992
560,power2,ALRI,All Age,2.222717813,0.001835852,1.341195534,8.469934427,-13950.75367,-13941.64701
561,power2,ALRI,All Age,2.079786243,0.002906154,1.261621176,6.819979448,-13869.32506,-13860.21839
562,power2,ALRI,All Age,2.056907006,0.00329811,1.139697501,7.716424942,-14066.50106,-14057.39439
563,power2,ALRI,All Age,1.751242201,0.002854922,1.08875518,7.814275067,-13887.04302,-13877.93636
564,power2,ALRI,All Age,1.864102464,0.010696965,0.830524012,6.04046874,-13844.70753,-13835.60086
565,power2,ALRI,All Age,1.687936853,0.002872577,1.185739171,7.209306092,-13849.58422,-13840.47755
566,power2,ALRI,All Age,3.072243845,0.005415852,0.942017786,6.253420567,-13900.2604,-13891.15374
567,power2,ALRI,All Age,4.577398665,0.003273988,0.786383557,7.081425491,-13870.60008,-13861.49342
568,power2,ALRI,All Age,3.901688566,0.002469463,0.949182674,8.33036031,-13858.96832,-13849.86166
569,power2,ALRI,All Age,2.45968343,0.005796669,0.841054599,7.996105931,-13821.91585,-13812.80918
570,power2,ALRI,All Age,2.607879125,0.010529205,0.781053614,5.9124016,-13879.41307,-13870.30641
571,power2,ALRI,All Age,1.688774154,0.000513815,1.765078695,6.482936581,-14053.58828,-14044.48162
572,power2,ALRI,All Age,2.105202167,0.000312733,1.750219437,7.256734968,-14027.20655,-14018.09989
573,power2,ALRI,All Age,2.620096233,0.009928074,0.701764078,6.533451548,-13850.41186,-13841.30519
574,power2,ALRI,All Age,1.746935955,0.006808076,1.048214765,6.110898988,-14055.7997,-14046.69304
575,power2,ALRI,All Age,1.69240335,0.004191909,1.139178543,6.2916612,-13979.12359,-13970.01693
576,power2,ALRI,All Age,1.762429079,0.002902521,1.182262908,6.591901857,-13972.16627,-13963.05961
577,power2,ALRI,All Age,3.501181729,0.003945482,1.002430662,7.467240232,-13908.88587,-13899.77921
578,power2,ALRI,All Age,2.273529752,0.011036774,0.766600651,6.302409213,-13804.74707,-13795.64041
579,power2,ALRI,All Age,2.588690012,0.009327835,0.817094335,6.114687498,-13835.6636,-13826.55694
580,power2,ALRI,All Age,2.532307318,0.000659234,1.560247012,8.656514273,-14249.00578,-14239.89912
581,power2,ALRI,All Age,2.034296734,0.002354739,1.339068564,7.687739502,-13958.3508,-13949.24414
582,power2,ALRI,All Age,2.44814753,0.002918213,1.087985751,7.048669863,-13899.88429,-13890.77763
583,power2,ALRI,All Age,1.745328189,0.000789827,1.574016601,8.726999591,-14109.72486,-14100.61819
584,power2,ALRI,All Age,2.093381145,0.000844716,1.459122777,6.063365904,-14040.85113,-14031.74446
585,power2,ALRI,All Age,1.93563118,0.000496309,1.627175913,6.813147155,-14152.28329,-14143.17662
586,power2,ALRI,All Age,1.999395006,0.001252901,1.446122002,6.415740764,-13923.54376,-13914.43709
587,power2,ALRI,All Age,1.735110864,0.000378711,1.679347475,7.689542271,-13756.32968,-13747.22301
588,power2,ALRI,All Age,2.455091288,0.003023999,1.103006889,6.53344035,-13824.96485,-13815.85819
589,power2,ALRI,All Age,2.342074683,0.000508229,1.667352771,7.665507215,-14085.78348,-14076.67681
590,power2,ALRI,All Age,1.771995984,0.002005019,1.287849442,5.818947924,-14097.74325,-14088.63658
591,power2,ALRI,All Age,1.92180821,0.005451276,1.083022323,8.142700113,-14111.62372,-14102.51705
592,power2,ALRI,All Age,2.164896998,0.001320589,1.44912085,6.678868774,-13858.5788,-13849.47214
593,power2,ALRI,All Age,2.617684037,0.000854085,1.507067782,8.490826411,-13846.24613,-13837.13946
594,power2,ALRI,All Age,2.524112303,0.000641396,1.506618928,8.377346608,-13835.41623,-13826.30957
595,power2,ALRI,All Age,2.645074249,0.004450768,0.967888919,7.404478102,-14039.9715,-14030.86483
596,power2,ALRI,All Age,2.347326697,0.005490225,1.009085938,6.473139049,-13888.38497,-13879.2783
597,power2,ALRI,All Age,2.022963741,0.005019973,1.02847907,5.914061894,-14105.16974,-14096.06308
598,power2,ALRI,All Age,2.077384595,0.000708095,1.565330724,7.905590015,-14022.80063,-14013.69397
599,power2,ALRI,All Age,1.937150492,0.001470606,1.303586309,6.733836654,-13843.82756,-13834.72089
600,power2,ALRI,All Age,2.582254542,0.001408502,1.398669619,7.911379717,-13999.22987,-13990.1232
601,power2,ALRI,All Age,2.404153339,0.001596171,1.274128754,6.50679654,-13876.85034,-13867.74367
602,power2,ALRI,All Age,2.330276898,0.0061661,0.880125644,6.222598396,-13888.04444,-13878.93777
603,power2,ALRI,All Age,1.81209728,0.012489384,0.786645134,6.650260514,-13919.09773,-13909.99106
604,power2,ALRI,All Age,1.474090179,0.006248483,1.10239962,7.28738211,-14033.61385,-14024.50719
605,power2,ALRI,All Age,2.808871792,0.005223839,0.8980183,6.940779237,-14084.02793,-14074.92126
606,power2,ALRI,All Age,1.732542723,0.011775007,0.838979131,8.701982049,-13917.55307,-13908.4464
607,power2,ALRI,All Age,4.80126483,0.006999374,0.614588314,6.27667889,-13836.79197,-13827.68531
608,power2,ALRI,All Age,5.031781245,0.002986654,0.879355177,8.067698478,-13891.0732,-13881.96653
609,power2,ALRI,All Age,2.484264566,0.002453009,1.208254461,7.100006826,-14199.69821,-14190.59154
610,power2,ALRI,All Age,1.575049664,0.00189394,1.461189704,8.628561052,-13902.53807,-13893.43141
611,power2,ALRI,All Age,1.614227361,0.003158216,1.327242455,8.196687225,-13828.13586,-13819.02919
612,power2,ALRI,All Age,2.095325377,0.000548425,1.61840871,7.010931287,-14079.75352,-14070.64686
613,power2,ALRI,All Age,2.038152293,0.003275628,1.184982738,8.796991254,-13982.87882,-13973.77215
614,power2,ALRI,All Age,2.498337373,0.005027714,1.012572939,7.302002273,-13949.66984,-13940.56318
615,power2,ALRI,All Age,1.868099545,0.002428463,1.305712905,7.141109148,-14070.10096,-14060.99429
616,power2,ALRI,All Age,2.358191136,0.001269515,1.310901743,6.733282579,-14100.75639,-14091.64973
617,power2,ALRI,All Age,2.207080722,0.002358848,1.207705895,8.056334535,-13941.90594,-13932.79928
618,power2,ALRI,All Age,3.914752545,0.007627727,0.724918918,8.020350434,-14037.16352,-14028.05685
619,power2,ALRI,All Age,2.167085038,0.002769554,1.286835794,7.945256288,-13827.41127,-13818.30461
620,power2,ALRI,All Age,3.046487828,0.006492119,0.814550781,8.393740301,-14015.12259,-14006.01593
621,power2,ALRI,All Age,2.050278036,0.001559285,1.426854889,7.975410368,-13862.03216,-13852.9255
622,power2,ALRI,All Age,2.516246386,0.000570476,1.582214842,5.864235903,-13923.49403,-13914.38737
623,power2,ALRI,All Age,1.797228689,0.000399002,1.693314242,8.396419834,-13845.35192,-13836.24526
624,power2,ALRI,All Age,1.927198101,0.003675943,1.152378147,8.303733614,-14032.66237,-14023.55571
625,power2,ALRI,All Age,2.295403482,0.005069899,1.039573034,6.072287425,-13931.47349,-13922.36683
626,power2,ALRI,All Age,1.74783653,0.0003947,1.748790448,8.162027023,-14014.10102,-14004.99436
627,power2,ALRI,All Age,1.751787472,0.007216517,1.003804307,6.145044563,-14122.10398,-14112.99731
628,power2,ALRI,All Age,1.895697362,0.003317787,1.156450044,6.596711412,-13941.42512,-13932.31846
629,power2,ALRI,All Age,2.113304904,0.008576186,0.916126975,5.851841739,-13842.62959,-13833.52292
630,power2,ALRI,All Age,1.856611065,0.004301451,1.001808133,5.996241066,-13823.14523,-13814.03857
631,power2,ALRI,All Age,2.389019838,0.002380392,1.24349941,6.280452441,-14022.25095,-14013.14428
632,power2,ALRI,All Age,2.395431455,0.001254951,1.184716452,7.167800138,-13844.88503,-13835.77836
633,power2,ALRI,All Age,2.000901819,0.001261763,1.467979385,6.725495056,-13891.40369,-13882.29702
634,power2,ALRI,All Age,4.909925369,0.011650577,0.588708929,5.865809522,-13807.28362,-13798.17695
635,power2,ALRI,All Age,2.70105614,0.008696101,0.767907921,8.240143999,-13871.00312,-13861.89646
636,power2,ALRI,All Age,2.384558825,0.001052077,1.538689928,5.899125884,-13784.97806,-13775.8714
637,power2,ALRI,All Age,2.027257607,0.001096756,1.431090647,7.066968926,-13985.9292,-13976.82254
638,power2,ALRI,All Age,2.09106622,0.003924524,1.114061948,7.899684348,-13888.68258,-13879.57592
639,power2,ALRI,All Age,2.254365828,0.000521587,1.671676816,8.160442829,-13879.56039,-13870.45373
640,power2,ALRI,All Age,3.222731319,0.001366554,1.269083001,7.796006736,-14062.82928,-14053.72262
641,power2,ALRI,All Age,1.411785934,0.013092608,0.867670874,8.795742472,-13967.84866,-13958.742
642,power2,ALRI,All Age,1.618603117,0.00011291,2.084919658,6.104272029,-14086.88914,-14077.78248
643,power2,ALRI,All Age,1.26948349,0.010993382,0.835673338,8.760203185,-13877.66248,-13868.55581
644,power2,ALRI,All Age,2.011631617,0.005342213,1.022112008,7.811549765,-13920.60992,-13911.50326
645,power2,ALRI,All Age,2.118167594,0.006846273,0.998629273,7.764450236,-14127.50373,-14118.39706
646,power2,ALRI,All Age,2.336333105,0.004314472,0.98787198,7.716175506,-14209.87749,-14200.77083
647,power2,ALRI,All Age,2.000783848,0.002268219,1.243541839,6.657400793,-14197.76414,-14188.65748
648,power2,ALRI,All Age,2.516821658,0.002423225,1.183294357,8.757903837,-13986.55352,-13977.44686
649,power2,ALRI,All Age,2.080962551,0.002236806,1.299307479,5.846214599,-14028.38711,-14019.28045
650,power2,ALRI,All Age,1.459305652,0.001069656,1.635650173,8.408553767,-13862.13923,-13853.03256
651,power2,ALRI,All Age,2.389613244,0.005756783,0.933171636,6.372739943,-14024.78626,-14015.6796
652,power2,ALRI,All Age,2.006290271,0.001052875,1.553959252,8.557811594,-13857.77029,-13848.66363
653,power2,ALRI,All Age,1.938708824,0.000407096,1.684759062,6.331966687,-14042.70143,-14033.59477
654,power2,ALRI,All Age,2.227349854,0.005219009,1.032558984,7.130826466,-14007.76763,-13998.66097
655,power2,ALRI,All Age,1.968306252,0.002890593,1.242523861,6.244495802,-13945.30403,-13936.19737
656,power2,ALRI,All Age,2.529210319,0.005486025,0.977433937,8.772180443,-13894.59895,-13885.49229
657,power2,ALRI,All Age,2.334215281,0.003259446,1.14331807,8.614960606,-14158.68144,-14149.57477
658,power2,ALRI,All Age,2.109365377,0.003431874,1.035166425,6.095273766,-13953.77615,-13944.66948
659,power2,ALRI,All Age,1.927328617,0.003761602,1.113216836,7.962855362,-14193.59226,-14184.4856
660,power2,ALRI,All Age,1.428503094,0.018868618,0.797428364,8.031688908,-14008.26181,-13999.15514
661,power2,ALRI,All Age,2.342822097,0.00436674,1.062952059,6.982750707,-14084.77903,-14075.67236
662,power2,ALRI,All Age,1.964939588,0.000872644,1.602011142,7.069647106,-14065.41198,-14056.30532
663,power2,ALRI,All Age,3.161128017,0.000986172,1.461197155,6.393939285,-13752.75706,-13743.65039
664,power2,ALRI,All Age,2.494622446,0.003834034,1.15822569,8.38136449,-13816.99061,-13807.88394
665,power2,ALRI,All Age,1.762500201,0.002451652,1.201575236,8.407000599,-13904.37869,-13895.27202
666,power2,ALRI,All Age,2.584543751,0.00972954,0.817254648,7.751364492,-13934.13722,-13925.03055
667,power2,ALRI,All Age,2.203139214,0.003449048,1.170711878,8.455255091,-14010.19412,-14001.08746
668,power2,ALRI,All Age,1.599485127,0.000362576,1.803238811,7.008699518,-13962.5416,-13953.43494
669,power2,ALRI,All Age,1.645366579,0.002716359,1.344199159,8.643901957,-14004.05209,-13994.94543
670,power2,ALRI,All Age,2.105730712,0.000456615,1.740794284,6.865372836,-13769.5798,-13760.47314
671,power2,ALRI,All Age,6.007267037,0.003728898,0.739918883,8.227806098,-13879.04492,-13869.93825
672,power2,ALRI,All Age,1.768456024,0.005856524,0.964225959,8.644273585,-13850.40364,-13841.29697
673,power2,ALRI,All Age,3.294786182,0.00676892,0.714327362,7.891030222,-14016.81089,-14007.70422
674,power2,ALRI,All Age,2.003867669,0.002019127,1.382665096,6.099455008,-13764.71014,-13755.60348
675,power2,ALRI,All Age,2.042282203,0.001858434,1.235007325,7.550117115,-13941.89793,-13932.79126
676,power2,ALRI,All Age,2.777364046,0.000431214,1.633994358,7.644325187,-14065.15199,-14056.04532
677,power2,ALRI,All Age,2.09079496,0.002663336,1.257689603,8.056475875,-14245.94369,-14236.83703
678,power2,ALRI,All Age,2.304402793,0.001040341,1.436422664,7.456339514,-14022.50217,-14013.39551
679,power2,ALRI,All Age,1.710461968,0.001522722,1.388654951,6.396811377,-14026.58454,-14017.47788
680,power2,ALRI,All Age,3.375073961,0.007002633,0.777699011,7.364711401,-14112.30902,-14103.20236
681,power2,ALRI,All Age,2.489530815,0.001556673,1.320536614,7.342687583,-14004.03908,-13994.93242
682,power2,ALRI,All Age,2.123090323,0.002838918,1.197079066,7.340442275,-14158.54633,-14149.43966
683,power2,ALRI,All Age,1.884140777,0.001473976,1.483734398,8.278326273,-13941.72248,-13932.61581
684,power2,ALRI,All Age,2.203499123,0.0038546,0.988154728,8.216097277,-13842.32199,-13833.21533
685,power2,ALRI,All Age,1.898588118,0.0040043,1.109843434,8.707671375,-14096.97202,-14087.86536
686,power2,ALRI,All Age,1.815443484,0.000423634,1.786511575,7.41949424,-14002.25316,-13993.14649
687,power2,ALRI,All Age,3.079116503,0.001017077,1.39804893,8.684357501,-13952.92526,-13943.81859
688,power2,ALRI,All Age,2.355645567,0.002400422,1.18069618,8.765546464,-13908.60779,-13899.50112
689,power2,ALRI,All Age,1.865096504,0.002734298,1.209332249,7.385490409,-13864.98961,-13855.88294
690,power2,ALRI,All Age,2.64612244,0.007356939,0.875651933,8.378423716,-13802.86538,-13793.75871
691,power2,ALRI,All Age,2.819620433,0.011972747,0.635199129,7.67260409,-13823.83081,-13814.72415
692,power2,ALRI,All Age,2.149089758,0.003450871,1.088034228,6.17278899,-13847.87201,-13838.76535
693,power2,ALRI,All Age,1.953579379,0.0027019,1.153821009,7.057523824,-13988.51783,-13979.41117
694,power2,ALRI,All Age,2.409862735,0.003179298,1.13795392,7.422988908,-14093.21208,-14084.10542
695,power2,ALRI,All Age,2.10265325,0.014389011,0.767911794,7.009233928,-14261.28238,-14252.17572
696,power2,ALRI,All Age,2.060628101,0.003061767,1.234478951,6.266107157,-13959.99105,-13950.88439
697,power2,ALRI,All Age,2.913725848,0.000923247,1.509171114,6.045191828,-13791.65725,-13782.55058
698,power2,ALRI,All Age,2.092398754,0.00371742,1.073114726,5.992036616,-13863.59592,-13854.48926
699,power2,ALRI,All Age,1.599701644,0.002555087,1.362891575,8.310634268,-13945.2799,-13936.17324
700,power2,ALRI,All Age,2.102515066,0.000697446,1.619435179,6.669202517,-13866.69013,-13857.58346
701,power2,ALRI,All Age,3.825999456,0.007096984,0.786243153,6.6830779,-13943.38522,-13934.27856
702,power2,ALRI,All Age,2.026244315,0.008058513,0.879560829,8.741247843,-13868.13467,-13859.02801
703,power2,ALRI,All Age,2.939196755,0.001259235,1.41297351,7.85337564,-13795.14521,-13786.03855
704,power2,ALRI,All Age,1.682011611,0.008477306,0.980069124,6.915606237,-14145.68787,-14136.58121
705,power2,ALRI,All Age,2.409725149,0.002448635,1.190652758,8.215843443,-13873.68743,-13864.58077
706,power2,ALRI,All Age,3.429277613,0.002649429,1.106751029,7.011001473,-13872.161,-13863.05433
707,power2,ALRI,All Age,1.706525737,0.005627292,1.021557253,6.779337964,-14061.78139,-14052.67472
708,power2,ALRI,All Age,3.031521782,0.0035867,0.986385645,8.076672432,-13875.24569,-13866.13903
709,power2,ALRI,All Age,2.366044847,0.000509598,1.58822611,8.055018441,-14143.40721,-14134.30054
710,power2,ALRI,All Age,2.116142706,0.003900546,1.091666386,7.649132157,-14007.51617,-13998.40951
711,power2,ALRI,All Age,2.138107028,0.00466942,0.996809286,8.684825415,-14098.16015,-14089.05349
712,power2,ALRI,All Age,2.693151739,0.000633633,1.540096343,7.669972679,-14028.70289,-14019.59623
713,power2,ALRI,All Age,1.683339472,0.000948592,1.540752976,5.940312152,-13904.01409,-13894.90742
714,power2,ALRI,All Age,2.023662674,0.00208691,1.367546915,7.73456604,-13905.21752,-13896.11085
715,power2,ALRI,All Age,1.963274747,0.006487323,0.881804778,8.228837791,-13831.00375,-13821.89709
716,power2,ALRI,All Age,1.921079552,0.002976562,1.154664896,7.856481682,-13944.60803,-13935.50136
717,power2,ALRI,All Age,1.918894996,0.025495478,0.582319846,7.791257647,-13766.96195,-13757.85529
718,power2,ALRI,All Age,2.282523067,0.001025598,1.460559592,6.61610227,-13848.41566,-13839.30899
719,power2,ALRI,All Age,2.23899553,0.002200784,1.133541358,8.49919102,-13790.35152,-13781.24485
720,power2,ALRI,All Age,2.802139049,0.008783358,0.835597715,7.288033819,-13922.42417,-13913.3175
721,power2,ALRI,All Age,1.903530192,0.006316368,0.95301497,5.916650969,-13895.47356,-13886.3669
722,power2,ALRI,All Age,1.986903432,0.004705513,1.03465999,5.978422876,-14234.41172,-14225.30505
723,power2,ALRI,All Age,1.226338089,0.011389874,0.869007081,8.332918685,-13855.20596,-13846.09929
724,power2,ALRI,All Age,3.029256125,0.003171594,1.091649509,6.049705035,-13949.12059,-13940.01392
725,power2,ALRI,All Age,3.858547851,0.00438524,0.992312132,6.894238064,-13844.63524,-13835.52857
726,power2,ALRI,All Age,1.970904498,0.002368851,1.172382477,8.517187388,-13830.04109,-13820.93443
727,power2,ALRI,All Age,1.806134263,0.003718522,1.175457156,8.155155382,-14023.93194,-14014.82527
728,power2,ALRI,All Age,1.879814328,0.001472022,1.316565494,7.800760768,-14146.39211,-14137.28544
729,power2,ALRI,All Age,2.596054835,0.002883545,1.103944802,7.535847436,-13886.01268,-13876.90601
730,power2,ALRI,All Age,1.886701634,0.00251473,1.227019809,8.201072386,-13897.39331,-13888.28665
731,power2,ALRI,All Age,2.029594415,0.002838781,1.063641705,7.514022546,-14028.29322,-14019.18655
732,power2,ALRI,All Age,2.457292317,0.010363311,0.753393266,7.182308722,-13853.54962,-13844.44296
733,power2,ALRI,All Age,2.425409582,0.001218938,1.237150623,6.365390851,-13831.84883,-13822.74216
734,power2,ALRI,All Age,2.247972357,0.001089361,1.382772438,6.084329218,-13992.04676,-13982.94009
735,power2,ALRI,All Age,1.845094357,0.006734329,0.99018273,7.692821596,-13951.27333,-13942.16667
736,power2,ALRI,All Age,3.333524091,0.003523397,1.177974328,7.206652284,-13754.96705,-13745.86038
737,power2,ALRI,All Age,2.613952119,0.000816322,1.46192952,8.116495539,-14037.45272,-14028.34605
738,power2,ALRI,All Age,1.454122008,0.002241425,1.281895049,6.590792137,-13850.57306,-13841.4664
739,power2,ALRI,All Age,2.894052788,0.002437407,1.247680305,6.968271061,-13806.23045,-13797.12378
740,power2,ALRI,All Age,2.245438101,0.002634662,1.093930988,6.448095112,-13947.30713,-13938.20046
741,power2,ALRI,All Age,3.091850474,0.002113763,1.189331467,7.891166029,-14157.90386,-14148.79719
742,power2,ALRI,All Age,1.826037297,0.001424612,1.452186895,6.95933754,-13967.96563,-13958.85897
