sim,funct,cause,age,alpha,beta,delta,zcf,aic,bic
243,power2,COPD,All Age,13.96859769,0.001320083,0.676413437,8.724414376,-790.4631991,-787.6309983
244,power2,COPD,All Age,12.80500683,0.000809098,0.726742616,8.304696222,-791.7716143,-788.9394135
245,power2,COPD,All Age,22.14950084,0.001149857,0.639934835,5.914220277,-752.7853642,-749.9531634
246,power2,COPD,All Age,19.85169285,0.000485499,0.736558122,6.32806506,-765.3302461,-762.4980453
247,power2,COPD,All Age,10.94948737,0.001587914,0.70508031,7.183823953,-755.1166817,-752.2844809
248,power2,COPD,All Age,10.61895284,0.001947442,0.699475777,7.408441609,-809.4931492,-806.6609484
249,power2,COPD,All Age,10.02044713,0.002210431,0.666418663,6.151545592,-770.694218,-767.8620172
250,power2,COPD,All Age,14.67777556,0.000639012,0.754035422,6.917595575,-765.3090866,-762.4768858
251,power2,COPD,All Age,11.60696829,0.00182894,0.678102506,6.540874171,-768.9304617,-766.0982609
252,power2,COPD,All Age,11.5377669,0.001746553,0.670697752,8.231383352,-766.1535007,-763.3212999
253,power2,COPD,All Age,14.3789343,0.002175897,0.601341197,8.336788709,-762.2750397,-759.4428389
254,power2,COPD,All Age,10.53464749,0.000984603,0.767590358,6.540939133,-770.9485282,-768.1163274
255,power2,COPD,All Age,28.41216537,0.000861313,0.604140149,6.731298213,-763.0763759,-760.2441751
256,power2,COPD,All Age,36.34947269,0.000812118,0.602569016,6.268883172,-753.9367184,-751.1045176
257,power2,COPD,All Age,8.714376145,0.002233428,0.714950907,8.381295023,-768.5451722,-765.7129714
258,power2,COPD,All Age,16.91729546,0.000746314,0.702672491,8.644619394,-783.4135268,-780.581326
259,power2,COPD,All Age,21.38584436,0.00098962,0.640382087,6.953140845,-785.4973824,-782.6651816
260,power2,COPD,All Age,11.76099051,0.002076023,0.64964359,6.994019617,-749.2813555,-746.4491546
261,power2,COPD,All Age,37.13238877,0.000498966,0.646440265,8.257031756,-770.6467846,-767.8145838
262,power2,COPD,All Age,29.89571352,0.001171878,0.583930458,6.846527927,-783.1970388,-780.364838
263,power2,COPD,All Age,33.93010237,0.000417931,0.670515985,8.753533021,-796.584358,-793.7521572
264,power2,COPD,All Age,40.1233928,0.000514344,0.645725382,6.837949441,-795.9613113,-793.1291105
265,power2,COPD,All Age,18.31074899,0.000506663,0.731200568,8.614285976,-753.6940437,-750.8618429
266,power2,COPD,All Age,10.76335363,0.001401835,0.682840564,7.841725683,-774.2421193,-771.4099185
267,power2,COPD,All Age,11.0385448,0.001244059,0.717064282,6.17297116,-792.1535474,-789.3213466
268,power2,COPD,All Age,29.02681888,0.000607556,0.639374542,5.814783117,-775.7990087,-772.9668079
269,power2,COPD,All Age,14.60441708,0.001379891,0.670976564,7.623052348,-767.8946843,-765.0624835
270,power2,COPD,All Age,10.63800936,0.000668342,0.848224651,8.239013986,-770.5967057,-767.7645049
271,power2,COPD,All Age,13.93560802,0.000946116,0.711121322,6.325888321,-778.9155132,-776.0833124
